source,path,sha1,blur_score,label,confidence,reason,status,error
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000002.jpg,b21b896be9d4187608d7945ecc149b402c4179b1,1120.63,camera,high,Raspberry Pi camera board with attached ribbon camera module,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000003.jpg,292b8db7f46644cf835a6b639e0e57b5ff23b3fc,2025.23,camera,high,Camera module connected to a board and ribbon cable,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000004.jpg,dfc543859a239604d06780f16e0c8e413d21e71a,2652.91,camera,high,Close up view of a compact camera sensor board,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000005.jpg,3d0e20d062cb24b6d1dfaaee560f6463ace685fd,1491.70,camera,high,Ribbon cable camera module clearly visible,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000006.jpg,a3bf8d8d071b3cdd7e7b5f67e2707a675d15ef93,2393.70,camera,high,USB connected hidden mini camera module is visible,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000007.jpg,f20523fe2c28801ad52cae5dca59986aa6558b3f,1545.37,camera,high,Small square ArduCam device with a central lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000008.jpg,9f0ca82074888ca75d1ffb581d42390f4f5dfcf0,121.47,camera,high,Standalone square lens module with mounting bracket,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000009.jpg,c23e748d3986602f24bbcccbca23b6564e0ea7a6,150.67,camera,high,Fisheye style camera sensor on a ribbon cable,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000010.jpg,5646161a9e5cfd8da725f2b79758bd09fd2bfc45,243.88,camera,high,Product lineup of small ArduCam camera modules,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000011.jpg,2927a9d679f9d8d3bfa0c19e86344b072a908d79,394.10,camera,high,Packaged ArduCam module with visible lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000012.jpg,409fe0954c0ee83faba2f49a8bd1ed40a7da0ae1,187.56,camera,high,Board level camera hardware with exposed lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000013.jpg,6d0f5aafbc7d4b5e815d30e8e96383132766b9e7,222.45,camera,high,USB evaluation board with attached lens module,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000014.jpg,affedf603d3a460fe7bc6153389972e388ab66d9,192.14,camera,high,Ribbon cable sensor modules clearly show camera heads,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000015.jpg,3df41a2ce72c3de04cd09950a34ef1a03f05e9ce,492.96,camera,high,Tripod mounted board camera with visible sensor,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000016.jpg,4521a1d504c09dbdc2443fe956d06abd6479822b,184.33,camera,high,Promotional image for small camera modules,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000017.jpg,06be27bebbc62022040ad53b577f572c5da4f21e,137.75,camera,high,Promotional banner for ArduCam surveillance style camera hardware,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000018.jpg,1819e3a817ac7b3b315952bd0926259e3bf7f63f,1524.31,review_needed,medium,Maker project collage includes electronics but the target surveillance device is not isolated,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000019.jpg,0b090663889bf0ea69dd17549003b148fefc4890,213.23,review_needed,medium,Another electronics project collage rather than a clear camera product shot,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000020.jpg,c1f1be64a792d84b608abad364ff51146459d662,144.44,review_needed,medium,ESP8266 serial monitor scene is not a clear standalone surveillance image,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000021.jpg,c71df5c9a00bc3d53e33e18045376138fd9dce1c,1070.28,camera,high,Board design with multiple connected camera modules,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000022.jpg,61433d97d50b5df501e9070b3a49deb224f4ea29,95.12,review_needed,medium,Phone app and circuit board screenshot is too mixed for a precise object label,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000023.jpg,d15888fd28534a9910ee6b6fedba8a1519cb9b8c,1048.08,camera,high,Board camera with prominent lens assembly,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000024.jpg,92336372a3a891af5414457c44acfe0709e6fd29,377.28,review_needed,medium,Software interface screenshot is not a clean camera product image,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000026.jpg,feb2a9cae3c981d25cd72b55ac2b9f131313532b,927.88,camera,high,Compact square ArduCam housing with visible lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000027.jpg,c0ff21313fff2156ccc63f519e853aab259f7704,1067.44,camera,high,Camera board with lens and platform support icons,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000028.jpg,02c815c62d1f450c30eee362cc308b448a16a1f3,936.97,camera,high,WiFi mini camera ad shows compact camera hardware,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000029.jpg,c967e17ce3b68160b5d431767dfe692ec7ae5836,207.07,camera,high,Board camera system with lens mounted on the front,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000030.jpg,235b260bdc02f9803811078029f9ac43127d0958,1887.28,camera,high,Spy cube and hidden power strip ad both indicate hidden camera products,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000031.jpg,dfd6c822386f1420e22b4a57467831a65b9001a8,275.62,camera,high,Flexible ribbon camera module with a visible mini lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000032.jpg,ebd9c11b575e0fe7c71501d118e49a9368b15646,3291.11,review_needed,medium,Phone app screenshot and circuit board are too mixed for a direct object label,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000033.jpg,a8308a160927a1da3506803a54e3a96e6d9beb23,1507.34,camera,high,Compact square ArduCam module with visible central lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000034.jpg,77ed1c51755fd609e09e60367107887f4392f3dd,115.39,camera,high,Another clear square ArduCam lens module,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000035.jpg,ac4efd5d07f41f92b82b4972319d63ff6d083423,240.02,camera,high,Another clear square ArduCam lens module,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000036.jpg,83fe8f3f3d968b50d065a4b4103db1e0a0764247,963.47,camera,high,Another clear square ArduCam lens module,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000037.jpg,5235e72a7f7faada8e6f1610b87634ffc53947e4,696.17,camera,high,Another square lens module product shot with camera branding,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000038.jpg,73673aae505e4c4790e8a9a8b2fef806b31b2f41,342.84,camera,high,Another square lens module product shot,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000039.jpg,8a84ae91a9c3ef885fe11b9ddd205ad76ad98eb9,194.20,camera,high,Another square lens module product shot,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000040.jpg,bbcb99ed272c03c541463cf30663330bac697a1b,1828.75,camera,high,Marketing card for a 5MP ArduCam device with visible lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000042.jpg,8ded441205c22c76c21d1fe502d89823fc0eb1a8,1109.19,camera,high,Another square ArduCam housing with lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000043.jpg,512896496172528448aa82d8f8072b1f21631681,682.34,camera,high,Another square ArduCam housing with lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000044.jpg,057a59b2a72330acbc81b8e0160bcd42adb8d9ed,1025.70,camera,high,Another square ArduCam housing with lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000045.jpg,1fc8d87fca518e7d0f900051dd2fe10c217870bd,844.41,camera,high,Another square ArduCam housing with lens,ok,
images,C:\Users\amani\Downloads\dataset\images\arducam_spy_camera\000046.jpg,ca002caa59ffabe592c29f8eee3c4fdce253e3da,782.27,camera,high,Another square ArduCam housing with lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000001.jpg,6f2ef0166c7f131a87240eee04979f784c4c72e1,168.13,camera,high,Compact battery powered recorder with a visible front lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000002.jpg,7049d9179d640cd0c3eea0f988faed7273c2bafd,316.07,camera,high,Lineup of small portable cameras with visible lenses,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000003.jpg,f0a17df797eb521d93c2e36455bc9ab3914ddac9,61.57,camera,high,Small battery spy camera device with a front camera lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000004.jpg,0594894b15ce25f740b6f6b0699258c174b42545,357.58,camera,high,Mini wearable spy camera with a visible lens assembly,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000005.jpg,d4675be0a16873e897bfa8e600868bea8ae38b0f,149.67,camera,high,Desk mounted mini camera unit with clear lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000006.jpg,1c87a974b2fd7220a49212e543238d1037d3c838,97.89,review_needed,medium,Phone on a stand is shown but the camera hardware is not clearly visible,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000007.jpg,d900d698912fb45c65c4b9d26f868b797ef1da0d,271.23,camera,high,Two compact portable cameras are shown with visible lenses,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000008.jpg,b4c6bf001868ec1fbd94deda8d69cf7a961a6146,190.66,camera,high,Rectangular recorder has a visible camera lens on the front panel,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000009.jpg,7ecc0721a923ad42b8c60a31444813ab548db6ef,58.67,camera,high,Handheld slim recorder clearly shows the lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000010.jpg,012e1b6913072489f803c6d5bad1a629f30d35c7,377.61,camera,high,Body worn mini camera with display and lens is visible,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000011.jpg,2605bbe42fbb61a1ef5d3d5ebf17c4376968a188,640.42,camera,high,Battery camera product with visible lens and monitoring graphic,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000012.jpg,e1beaab19a24653734adae910952404ff1297251,1071.30,camera,high,Spy recorder box with visible lens and battery style body,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000013.jpg,323fccc0951e9c067f5becca911f52616e494e83,145.91,camera,high,Handheld box camera with a visible front lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000014.jpg,21d080a09300854ef0037b5c90a3d8bcf89429f4,94.64,camera,high,Small PIR style recorder ad promotes body heat trigger recording,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000015.jpg,244c928dce7dc84236e85f871c4885e383d99d3d,172.84,camera,high,Round lens surveillance unit shown close up,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000016.jpg,140a0eb5e0f80d4536d77582c2aa1aae573ff757,1519.06,camera,high,Tiny battery cameras are shown with app viewing examples,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000017.jpg,a08d4cc0a37b073b075fbeadc73ea5c46b9b7c08,700.26,camera,high,Bulb style camera device is shown with 4G branding,ok,
images,C:\Users\\amani\\Downloads\\dataset\\images\\battery_powered_spy_camera\\000018.jpg,ef11d47bcbf253e36935636378963f167ca19c99,125.90,audio_bug,medium,Battery powered wireless spy microphone kit with labeled microphone and antenna,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000019.jpg,a0df0d8918d3f5ca50a2b4b1d88aca81b42423c9,930.76,review_needed,medium,Outdoor CCTV battery setup is surveillance hardware but not a hidden spy camera product shot,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000020.jpg,426407d69b5afac6799c31f3674a788bc1aaf522,267.51,camera,high,Tiny round pinhole style camera modules are shown for covert use,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000021.jpg,ce89cf44b0bcd3ed61276bb7a6a869064f0d2fa3,778.36,camera,high,Small coin style wifi camera is shown in hand with live view icons,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000022.jpg,f438f194978f5da627195f362641ba6f97daa0a9,986.69,camera,high,Wall clock ad explicitly indicates a hidden camera inside,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000023.jpg,2c8384f21a1ccc34bd29e36f75da8825e79c580d,442.50,camera,high,Clock radio product with hidden lens and wifi monitoring icons,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000024.jpg,4f55a5161f63113d032d4312f199cd8600181db2,490.41,camera,high,Box recorder has a clear front lens opening,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000025.jpg,134468e4befd7dad69c310f901425c3386435fb2,312.55,camera,high,USB charger style hidden camera product with lens and wifi icons,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000026.jpg,64111138c6df1da2c8bd3665ba8e3bca951f2809,347.35,camera,high,Tiny square body camera with highlighted lens and SD support,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000027.jpg,b717474f16c5455f7ff66fcefbfee5cd607f2b11,185.58,camera,high,Clip style wearable camera device has a visible lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000028.jpg,47a096c0c2f0f5b732a22e91956d2056a38a3425,227.68,camera,high,Compact box recorder with a front lens shown in hand,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000029.jpg,db037caa4504f921facba2d517b4f38051e6f9f3,462.19,camera,high,Power bank camera ad includes lens callout and hidden recording features,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000030.jpg,d45dac78dda705b8a82ff467d6305a5b1021661a,1117.28,review_needed,medium,Large power bank photo does not clearly show the camera hardware on the device itself,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000031.jpg,85755ad2d46e6db1e0a6cce1dd312da0b7bc5abb,900.87,camera,high,Trail camera style battery powered surveillance unit with visible lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000032.jpg,90ddaa294b376b5787a056d3f6d318500712b5e4,944.73,review_needed,medium,Birdhouse scene includes hidden camera concept but target device is partly obscured,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000033.jpg,0c6a17fcfe7d51f2d03abf572708babca6dba859,151.29,camera,high,Outdoor PTZ style battery camera with visible lens,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000034.jpg,099a276df0c3cf2df599a5cb81f5f1c07e887be0,132.11,camera,high,Clock radio style hidden camera product with lens callout,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000035.jpg,30447fa962f4bd0ab50e3a6e33bdc14645f23165,1390.79,review_needed,medium,Outdoor security camera is visible but this is more standard security hardware than covert spy gear,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000036.jpg,8d5bc52d9f74c3b6582e397bb737671644776693,1551.21,camera,high,Wall clock ad again highlights a hidden camera module,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000037.jpg,fbd516bb9442590addf6de392912531c5cb5557b,1045.76,camera,high,Clock radio style hidden camera ad with visible phone monitoring,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000038.jpg,c801efac9dbe0bcdd7f8b372a06f594a41f5af04,1382.10,review_needed,medium,Normal outdoor battery security camera rather than a hidden camera product,ok,
images,C:\Users\amani\Downloads\dataset\images\battery_powered_spy_camera\000040.jpg,674ae12f25ce35c54831e830209db6774625fa5e,538.93,review_needed,medium,Wall clock ad is partially shown and not as clear as the full product examples,ok,
images,C:\Users\amani\Downloads\dataset\images\body_worn_camera\000001.jpg,16c0c0f4fcba1b793fb59217d861c80786e13006,359.91,camera,high,Body worn recording camera with a visible front lens mounted on clothing,ok,
images,C:\Users\amani\Downloads\dataset\images\body_worn_camera\000002.jpg,1a32e9d02008dbb99c94990144bfa0270b151da8,202.68,camera,high,Portable body camera product with visible lens,ok,
images,C:\Users\amani\Downloads\dataset\images\body_worn_camera\000003.jpg,575c1a9f9907fda11bf0fa4cb2b31147864de7fc,176.82,camera,high,Body camera housing with prominent front lens,ok,
images,C:\Users\amani\Downloads\dataset\images\body_worn_camera\000004.jpg,9d115b426481d3bfcd3d0c32a6b120dc49893c8d,352.50,camera,high,Instruction graphic for a body camera device with recording features,ok,
images,C:\Users\amani\Downloads\dataset\images\body_worn_camera\000006.jpg,db2133ee53766990b118437fdbf5e17f56c5e7dc,274.25,camera,high,Chest mounted recording device with visible lens,ok,
images,C:\Users\amani\Downloads\dataset\images\body_worn_camera\000007.jpg,56e3c077f9a99432fe3df81767e4918c7a4ace3a,570.19,camera,high,Police style wearable camera clipped to uniform,ok,
images,C:\Users\amani\Downloads\dataset\images\body_worn_camera\000008.jpg,bc01b74ab8bf13c432fae9fc5f43aa13c7605ec6,202.89,camera,high,Body worn unit attached to clothing with visible front optics,ok,
